InternalID,Freeze Brand,Ear Tag,Colour,Breed,Sex,Date Of Birth,Dam's Ear Tag,Date Of Acquisition,Age when acquired,Purchased From,Date Of Disposal,Disposed Of To,Date Of Death,Manner and Place of Destruction,Record 1st Created,Record Edited?,Reason For Change,ReasonForCull,Sire,Location,Age(mths),
209018668,2738,UK106710502738,N/A,HOLSTEIN FRIESIAN,Female,12/04/2018,UK106710601605,12/04/2018,0 yrs  0 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209468435,,UK106710402737,N/A,HOLSTEIN FRIESIAN,Female,12/04/2018,UK106710602151,12/04/2018,0 yrs  0 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018669,2743,UK106710302743,N/A,HOLSTEIN FRIESIAN,Female,19/04/2018,UK106710402100,19/04/2018,0 yrs  0 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018670,2746,UK106710602746,N/A,HOLSTEIN FRIESIAN,Female,22/04/2018,UK106710502248,22/04/2018,0 yrs  0 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018671,2754,UK106710702754,N/A,HOLSTEIN FRIESIAN,Female,05/05/2018,UK106710702292,05/05/2018,0 yrs  0 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018672,2757,UK106710302757,N/A,HOLSTEIN FRIESIAN,Female,13/05/2018,UK106710102160,13/05/2018,0 yrs  0 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018673,2758,UK106710402758,N/A,HOLSTEIN FRIESIAN,Female,14/05/2018,UK106710202147,14/05/2018,0 yrs  0 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209468429,,UK106710102678,N/A,HOLSTEIN FRIESIAN,Female,04/01/2018,UK106710601913,28/05/2018,0 yrs  4 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,29,
209018686,2783,UK107189202783,N/A,BRITISH FRIESIAN X,Female,15/03/2017,UK107189202111,01/06/2018,1 yrs  3 mths,,04/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,47,
209018701,2833,UK107189302833,N/A,HOLSTEIN FRIESIAN,Female,29/08/2017,UK107189701941,20/07/2018,0 yrs  11 mths,,27/05/2020,linden foods,,,08/08/2019,No,,,,,33,
209018719,2869,UK107189402869,N/A,Swedish Red X,Female,23/10/2017,UK107189102320,20/07/2018,0 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018721,2871,UK107189602871,N/A,Swedish Red X,Female,23/10/2017,UK107189102362,20/07/2018,0 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,31,
209018722,2872,UK107189702872,N/A,HOLSTEIN FRIESIAN,Female,24/10/2017,UK107189702123,20/07/2018,0 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018725,2875,UK107189302875,N/A,Swedish Red X,Female,28/10/2017,UK107189302350,20/07/2018,0 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018726,2876,UK107189402876,N/A,Swedish Red X,Female,28/10/2017,UK107189502296,20/07/2018,0 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018727,2878,UK107189602878,N/A,Swedish Red X,Female,30/10/2017,UK107189102390,20/07/2018,0 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018729,2884,UK107189502884,N/A,HOLSTEIN FRIESIAN,Female,07/11/2017,UK107189401868,20/07/2018,0 yrs  8 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,30,
209018730,2886,UK107189702886,N/A,BRITISH FRIESIAN X,Female,07/11/2017,UK107189402358,20/07/2018,0 yrs  8 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018738,2900,UK107189702900,N/A,HOLSTEIN FRIESIAN,Female,22/11/2017,UK107189401966,20/07/2018,0 yrs  8 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,30,
209018742,2911,UK107189402911,N/A,HOLSTEIN FRIESIAN,Female,05/12/2017,UK107189702193,20/07/2018,0 yrs  7 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,30,
209018743,2918,UK107189402918,N/A,HOLSTEIN FRIESIAN,Female,23/12/2017,UK107189701892,20/07/2018,0 yrs  7 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,29,
209018744,2920,UK107189602920,N/A,HOLSTEIN FRIESIAN,Female,28/12/2017,UK107189201502,20/07/2018,0 yrs  7 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,29,
209018745,2924,UK107189302924,N/A,HOLSTEIN FRIESIAN,Female,12/01/2018,UK107189201985,20/07/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,29,
209018746,2925,UK107189402925,N/A,HOLSTEIN FRIESIAN,Female,14/01/2018,UK107189701381,20/07/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,29,
209018747,2926,UK107189502926,N/A,HOLSTEIN FRIESIAN,Female,14/01/2018,UK107189102096,20/07/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,29,
209018748,2927,UK107189602927,N/A,Swedish Red X,Female,14/01/2018,UK107189502471,20/07/2018,0 yrs  6 mths,,27/05/2020,linden foods,,,08/08/2019,No,,,,,28,
209018749,2929,UK107189102929,N/A,HOLSTEIN FRIESIAN,Female,18/01/2018,UK107189202181,20/07/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,29,
209018750,2933,UK107189502933,N/A,HOLSTEIN FRIESIAN,Female,30/01/2018,UK107189602199,20/07/2018,0 yrs  6 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018751,2934,UK107189602934,N/A,HOLSTEIN FRIESIAN,Female,30/01/2018,UK107189602199,20/07/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,28,
209018752,2935,UK107189702935,N/A,HOLSTEIN FRIESIAN,Female,30/01/2018,UK107189601786,20/07/2018,0 yrs  6 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018753,2936,UK107189102936,N/A,NORWEGIAN RED X,Female,30/01/2018,UK107189602479,20/07/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018754,2937,UK107189202937,N/A,HOLSTEIN FRIESIAN,Female,01/02/2018,UK107189102054,20/07/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018755,2938,UK107189302938,N/A,NORWEGIAN RED X,Female,01/02/2018,UK107189602493,20/07/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018756,2940,UK107189502940,N/A,HOLSTEIN FRIESIAN,Female,01/02/2018,UK107189601912,20/07/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018757,2946,UK107189402946,N/A,HOLSTEIN FRIESIAN,Female,09/02/2018,UK107189302168,20/07/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018758,2948,UK107189602948,N/A,HOLSTEIN FRIESIAN X,Female,09/02/2018,UK107189501568,20/07/2018,0 yrs  5 mths,,27/05/2020,linden foods,,,08/08/2019,No,,,,,27,
209018759,2951,UK107189202951,N/A,HOLSTEIN FRIESIAN,Female,11/02/2018,UK107189102243,14/08/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018760,2952,UK107189302952,N/A,HOLSTEIN FRIESIAN,Female,11/02/2018,UK107189201607,14/08/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018762,2963,UK107189702963,N/A,HOLSTEIN FRIESIAN,Female,26/02/2018,UK107189402218,14/08/2018,0 yrs  6 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018763,2977,UK107189702977,N/A,HOLSTEIN FRIESIAN,Female,07/03/2018,UK107189501540,14/08/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018764,2979,UK107189202979,N/A,HOLSTEIN FRIESIAN,Female,09/03/2018,UK107189101732,14/08/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018765,2980,UK107189302980,N/A,HOLSTEIN FRIESIAN,Female,09/03/2018,UK107189201628,14/08/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018766,2988,UK107189402988,N/A,HOLSTEIN FRIESIAN,Female,18/03/2018,UK107189101774,14/08/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,27,
209018767,3000,UK107189203000,N/A,HOLSTEIN FRIESIAN,Female,29/03/2018,UK107189201733,14/08/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018768,3001,UK107189303001,N/A,HOLSTEIN FRIESIAN X,Female,30/03/2018,UK107189102026,14/08/2018,0 yrs  5 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,26,
209018769,3009,UK107189403009,N/A,HOLSTEIN FRIESIAN,Female,25/04/2018,UK107189401798,14/08/2018,0 yrs  4 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,fb,,,,25,
209018770,3010,UK107189503010,N/A,HOLSTEIN FRIESIAN,Female,27/04/2018,UK106386401081,14/08/2018,0 yrs  4 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,Old Age,,,25,
209018771,3011,UK107189603011,N/A,HOLSTEIN FRIESIAN,Female,29/04/2018,UK107189402204,14/08/2018,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,24,
209018772,3013,UK107189103013,N/A,HOLSTEIN FRIESIAN,Female,13/05/2018,UK107189602066,14/08/2018,0 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
209018773,3019,UK107189703019,N/A,HOLSTEIN FRIESIAN,Female,30/05/2018,UK107189101375,20/09/2018,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018775,3021,UK107189203021,N/A,HOLSTEIN FRIESIAN,Female,02/06/2018,UK107189301825,20/09/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018776,3026,UK107189703026,N/A,Holstein,Female,26/06/2018,UK106710102202,20/09/2018,0 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018777,3027,UK107189103027,N/A,Holstein,Female,26/06/2018,UK106710101992,20/09/2018,0 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018778,3029,UK107189303029,N/A,Holstein,Female,26/06/2018,UK106710302358,20/09/2018,0 yrs  3 mths,,27/05/2020,linden foods,,,08/08/2019,No,,,,,23,
209018779,3035,UK107189203035,N/A,Holstein,Female,27/06/2018,UK106710601829,20/09/2018,0 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,23,
209018620,72,UK106710402541,N/A,HOLSTEIN FRIESIAN,Female,09/03/2017,UK106710502143,01/10/2018,1 yrs  7 mths,,,31/377/0042 Nafferton Farm,19/11/2020,Warrens Deadstock,08/08/2019,No,na,Injury,,,45,
209018630,2580,UK106710102580,N/A,Holstein,Female,04/06/2017,UK106710301434,01/10/2018,1 yrs  4 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,36,
209018635,2602,UK106710202602,N/A,HOLSTEIN FRIESIAN,Female,08/07/2017,UK106710601829,01/10/2018,1 yrs  3 mths,,27/05/2020,linden foods,,,08/08/2019,No,,,,,35,
209018636,2603,UK106710302603,N/A,HOLSTEIN FRIESIAN,Female,10/07/2017,UK106710702180,01/10/2018,1 yrs  3 mths,,04/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,43,
209018639,2611,UK106710402611,N/A,HOLSTEIN FRIESIAN,Female,24/07/2017,UK106710401603,01/10/2018,1 yrs  3 mths,,,,,,08/08/2019,No,,,,,45,
209018700,2829,UK107189602829,N/A,BRITISH FRIESIAN X,Female,14/08/2017,UK107189701402,01/10/2018,1 yrs  2 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,34,
209018782,3049,UK107189203049,N/A,HOLSTEIN FRIESIAN,Female,15/07/2018,UK107189401364,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,22,
209018783,3052,UK107189503052,N/A,Holstein,Female,15/07/2018,UK106710302372,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,22,
209018784,3053,UK107189603053,N/A,Holstein,Female,15/07/2018,UK106710402352,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,22,
209018785,3056,UK107189203056,N/A,Holstein,Female,27/07/2018,UK106710602354,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,21,
209018787,3059,UK107189503059,N/A,HOLSTEIN FRIESIAN,Female,20/07/2018,UK107189101970,12/10/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,22,
209018789,3066,UK107189503066,N/A,HOLSTEIN FRIESIAN,Female,02/08/2018,UK107189301811,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,21,
209018790,3070,UK107189203070,N/A,Holstein,Female,09/08/2018,UK106710302204,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,21,
209018791,3071,UK107189303071,N/A,HOLSTEIN FRIESIAN,Female,09/08/2018,UK107189101620,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,21,
209018792,3087,UK107189503087,N/A,HOLSTEIN FRIESIAN X,Female,24/08/2018,UK107189401980,14/11/2018,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,31,
209018793,3091,UK107189203091,N/A,HOLSTEIN FRIESIAN,Female,30/08/2018,UK106710502010,14/11/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,20,
209018795,3095,UK107189603095,N/A,HOLSTEIN FRIESIAN,Female,10/09/2018,UK106710202119,14/11/2018,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,20,
209018685,2777,UK107189302777,N/A,Swedish Red X,Female,08/03/2017,UK107189402204,01/12/2018,1 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,39,
209018687,2789,UK107189102789,N/A,BRITISH FRIESIAN X,Female,23/03/2017,UK107189101879,01/12/2018,1 yrs  9 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,39,
209018702,2835,UK107189502835,N/A,BRITISH FRIESIAN X,Female,11/09/2017,UK107189301685,01/12/2018,1 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,33,
209018703,2836,UK107189602836,N/A,BRITISH FRIESIAN X,Female,11/09/2017,UK107189301685,01/12/2018,1 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,33,
209018704,2838,UK107189102838,N/A,HOLSTEIN FRIESIAN,Female,13/09/2017,UK107189401980,01/12/2018,1 yrs  3 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,33,
209018712,2856,UK107189502856,N/A,HOLSTEIN FRIESIAN,Female,01/10/2017,UK107189601604,01/12/2018,1 yrs  2 mths,,08/06/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,32,
209018796,3096,UK107189703096,N/A,HOLSTEIN FRIESIAN,Female,11/09/2018,UK107189202125,19/12/2018,0 yrs  3 mths,,,,24/12/2020,Warrens Deadstock,08/08/2019,No,,,,,27,
209018797,3101,UK107189503101,N/A,HOLSTEIN FRIESIAN,Female,18/09/2018,UK107189201369,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,20,
209018798,3104,UK107189103104,N/A,HOLSTEIN FRIESIAN,Female,23/09/2018,UK106710102167,19/12/2018,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,29,
209018799,3105,UK107189203105,N/A,HOLSTEIN FRIESIAN,Female,26/09/2018,UK106710201678,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,19,
209018800,3106,UK107189303106,N/A,HOLSTEIN FRIESIAN,Female,28/09/2018,UK107189101627,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,19,
209018801,3107,UK107189403107,N/A,HOLSTEIN FRIESIAN,Female,30/09/2018,UK107189202636,19/12/2018,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,19,
209018802,3111,UK107189103111,N/A,HOLSTEIN FRIESIAN,Female,05/10/2018,UK106710302050,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,19,
209018803,3112,UK107189203112,N/A,HOLSTEIN FRIESIAN,Female,10/10/2018,UK106710701977,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018804,3114,UK107189403114,N/A,HOLSTEIN FRIESIAN,Female,15/10/2018,UK107189702123,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,19,
209018805,3117,UK107189703117,N/A,HOLSTEIN FRIESIAN,Female,16/10/2018,UK107189302056,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018806,3126,UK107189203126,N/A,HOLSTEIN FRIESIAN,Female,22/10/2018,UK107189501232,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,19,
209018807,3127,UK107189303127,N/A,HOLSTEIN FRIESIAN,Female,27/10/2018,UK107189602472,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018808,3128,UK107189403128,N/A,HOLSTEIN FRIESIAN,Female,27/10/2018,UK107189601730,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018809,3131,UK107189703131,N/A,HOLSTEIN FRIESIAN,Female,27/10/2018,UK107189401679,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018810,3135,UK107189403135,N/A,HOLSTEIN FRIESIAN,Female,31/10/2018,UK107189502408,23/01/2019,0 yrs  3 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018811,3136,UK107189503136,N/A,HOLSTEIN FRIESIAN,Female,31/10/2018,UK107189602178,23/01/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018812,3140,UK107189203140,N/A,HOLSTEIN FRIESIAN X,Female,05/11/2018,UK107189401763,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018813,3144,UK107189603144,N/A,HOLSTEIN FRIESIAN,Female,07/11/2018,UK107189301993,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018814,3145,UK107189703145,N/A,HOLSTEIN FRIESIAN,Female,08/11/2018,UK107189602101,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018815,3146,UK107189103146,N/A,HOLSTEIN FRIESIAN,Female,08/11/2018,UK107189102362,23/01/2019,0 yrs  2 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018816,3151,UK107189603151,N/A,HOLSTEIN FRIESIAN,Female,14/11/2018,UK107189102369,23/01/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018817,3157,UK107189503157,N/A,HOLSTEIN FRIESIAN,Female,16/11/2018,UK107189102138,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,18,
209018818,3163,UK107189403163,N/A,HOLSTEIN FRIESIAN,Female,23/11/2018,UK107189602535,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,17,
209018819,3165,UK107189603165,N/A,HOLSTEIN FRIESIAN,Female,25/11/2018,UK107189202209,07/03/2019,0 yrs  4 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018820,3168,UK107189203168,N/A,HOLSTEIN FRIESIAN,Female,25/11/2018,UK107189502576,07/03/2019,0 yrs  4 mths,,,,,,08/08/2019,No,,,,,29,
209018821,3169,UK107189303169,N/A,HOLSTEIN FRIESIAN,Female,25/11/2018,UK107189502576,07/03/2019,0 yrs  4 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018822,3172,UK107189603172,N/A,HOLSTEIN FRIESIAN,Female,29/11/2018,UK107189102530,07/03/2019,0 yrs  4 mths,,14/05/2020,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,17,
209018824,3175,UK107189203175,N/A,HOLSTEIN FRIESIAN,Female,01/12/2018,UK107189202566,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018825,3178,UK107189503178,N/A,HOLSTEIN FRIESIAN,Female,03/12/2018,UK107189102621,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018826,3179,UK107189603179,N/A,HOLSTEIN FRIESIAN,Female,03/12/2018,UK107189202622,07/03/2019,0 yrs  3 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018827,3183,UK107189303183,N/A,HOLSTEIN FRIESIAN,Female,12/12/2018,UK107189101452,07/03/2019,0 yrs  3 mths,,18/03/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,27,
209018828,3185,UK107189503185,N/A,HOLSTEIN FRIESIAN,Female,18/12/2018,UK107189602633,07/03/2019,0 yrs  3 mths,,09/04/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,28,
209018837,3204,UK107189303204,N/A,HOLSTEIN FRIESIAN,Female,08/01/2019,UK107189102558,07/03/2019,0 yrs  2 mths,,23/02/2021,31/377/0042 Nafferton Farm,,,08/08/2019,No,,,,,25,
